,,,,,,,,,,,,,
App Name,Catergory,Reviews,List of Data Accessesd,,,,,,,,,,
Ticketmaster,Free,4.8,Email Address,Physical Address,Contact info,Purchase history,Search history,User Id,Coarse Location,Sensitive info,Data Usage,Crash Data,Performance Data
RadarScope,Paid,4.2,No data is collected,,,,,,,,,,
